seed,iteration,destroy_operator,repair_operator,candidate_feasible,candidate_objective,incumbent_objective,best_objective,accepted,improved_best
2,13,high_risk_cluster_k3,spread,True,-14.465456765456768,-14.465456765456766,-14.465456765456766,False,False
2,14,congestion_cluster_k3,spread,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
2,15,congestion_cluster,sampled_greedy,False,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
2,16,high_risk_cluster_k3,sampled_greedy,True,-14.882099187362346,-14.465456765456766,-14.465456765456766,False,False
2,17,congestion_cluster_k3,spread,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
2,18,congestion_cluster_k3,sampled_greedy,False,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
2,19,global_restart,spread,True,-14.755427905427904,-14.465456765456766,-14.465456765456766,False,False
2,20,congestion_cluster_k3,spread,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
3,1,congestion_cluster,best_of_top,False,-14.755427905427904,-14.755427905427904,-14.755427905427904,False,False
3,2,congestion_cluster,best_of_top,False,-14.755427905427904,-14.755427905427904,-14.755427905427904,False,False
3,3,congestion_cluster_k3,sampled_greedy,True,-14.574928580191736,-14.574928580191736,-14.574928580191736,True,True
3,4,high_risk_cluster,spread,True,-14.574928580191736,-14.574928580191736,-14.574928580191736,False,False
3,5,congestion_cluster,sampled_greedy,True,-14.857632889985831,-14.574928580191736,-14.574928580191736,False,False
3,6,global_restart,sampled_greedy,True,-15.087278974895074,-14.574928580191736,-14.574928580191736,False,False
3,7,congestion_cluster_k3,sampled_greedy,False,-14.574928580191736,-14.574928580191736,-14.574928580191736,False,False
3,8,congestion_cluster_k3,sampled_greedy,True,-14.519084424347582,-14.519084424347582,-14.519084424347582,True,True
3,9,congestion_cluster_k3,spread,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,True,True
3,10,congestion_cluster_k3,spread,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
3,11,congestion_cluster_k3,sampled_greedy,True,-14.718775668775667,-14.465456765456766,-14.465456765456766,False,False
3,12,congestion_cluster_k3,best_of_top,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
3,13,congestion_cluster_k3,sampled_greedy,False,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
3,14,congestion_cluster_k3,sampled_greedy,False,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
3,15,congestion_cluster_k3,spread,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
3,16,congestion_cluster_k3,spread,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
3,17,congestion_cluster_k3,spread,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
3,18,congestion_cluster_k3,spread,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
3,19,congestion_cluster_k3,sampled_greedy,True,-14.83926628926629,-14.465456765456766,-14.465456765456766,False,False
3,20,congestion_cluster,sampled_greedy,True,-14.424431124431123,-14.424431124431123,-14.424431124431123,True,True
4,1,congestion_cluster,sampled_greedy,True,-14.857632889985831,-14.755427905427904,-14.755427905427904,False,False
4,2,high_risk_cluster_k3,sampled_greedy,False,-14.755427905427904,-14.755427905427904,-14.755427905427904,False,False
4,3,high_risk_cluster,best_of_top,True,-14.755427905427906,-14.755427905427904,-14.755427905427904,False,False
4,4,global_restart,spread,True,-14.755427905427904,-14.755427905427904,-14.755427905427904,False,False
4,5,congestion_cluster_k3,sampled_greedy,True,-14.83926628926629,-14.755427905427904,-14.755427905427904,False,False
4,6,high_risk_cluster_k3,sampled_greedy,True,-15.041134596397754,-14.755427905427904,-14.755427905427904,False,False
4,7,high_risk_cluster,sampled_greedy,True,-15.096076146076147,-14.755427905427904,-14.755427905427904,False,False
4,8,congestion_cluster,spread,False,-14.755427905427904,-14.755427905427904,-14.755427905427904,False,False
4,9,global_restart,spread,True,-14.755427905427904,-14.755427905427904,-14.755427905427904,False,False
4,10,congestion_cluster_k3,sampled_greedy,False,-14.755427905427904,-14.755427905427904,-14.755427905427904,False,False
4,11,congestion_cluster,best_of_top,False,-14.755427905427904,-14.755427905427904,-14.755427905427904,False,False
4,12,congestion_cluster_k3,spread,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,True,True
4,13,global_restart,sampled_greedy,True,-15.026234876234877,-14.465456765456766,-14.465456765456766,False,False
4,14,congestion_cluster_k3,spread,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
4,15,congestion_cluster_k3,best_of_top,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
4,16,congestion_cluster_k3,sampled_greedy,False,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
4,17,global_restart,spread,True,-14.755427905427904,-14.465456765456766,-14.465456765456766,False,False
4,18,congestion_cluster_k3,best_of_top,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
4,19,global_restart,spread,True,-14.755427905427904,-14.465456765456766,-14.465456765456766,False,False
4,20,global_restart,spread,True,-14.755427905427904,-14.465456765456766,-14.465456765456766,False,False
5,1,congestion_cluster_k3,spread,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,True,True
5,2,congestion_cluster_k3,spread,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
5,3,congestion_cluster_k3,spread,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
5,4,high_risk_cluster,spread,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
5,5,global_restart,spread,True,-14.755427905427904,-14.465456765456766,-14.465456765456766,False,False
5,6,global_restart,sampled_greedy,True,-15.103548085901028,-14.465456765456766,-14.465456765456766,False,False
5,7,congestion_cluster_k3,best_of_top,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
5,8,congestion_cluster_k3,spread,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
5,9,high_risk_cluster,sampled_greedy,True,-14.665223665223666,-14.465456765456766,-14.465456765456766,False,False
5,10,congestion_cluster,spread,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
5,11,congestion_cluster_k3,sampled_greedy,True,-14.755427905427906,-14.465456765456766,-14.465456765456766,False,False
5,12,congestion_cluster_k3,sampled_greedy,False,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
5,13,congestion_cluster_k3,sampled_greedy,False,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
5,14,high_risk_cluster,spread,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
5,15,congestion_cluster,best_of_top,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
5,16,global_restart,spread,True,-14.755427905427904,-14.465456765456766,-14.465456765456766,False,False
5,17,congestion_cluster,spread,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
5,18,congestion_cluster_k3,spread,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
5,19,congestion_cluster,spread,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
5,20,congestion_cluster_k3,spread,True,-14.465456765456766,-14.465456765456766,-14.465456765456766,False,False
